-1.0000000000000000e+00  -3.0000000000000000e+00
-9.0000000000000002e-01  2.8329599999999857e+00
-8.0000000000000004e-01  3.4147199999999960e+00
-6.9999999999999996e-01  1.4812799999999959e+00
-5.9999999999999998e-01  -1.0569600000000032e+00
-5.0000000000000000e-01  -3.0000000000000000e+00
-3.9999999999999991e-01  -3.7430399999999988e+00
-2.9999999999999993e-01  -3.1612799999999979e+00
-1.9999999999999996e-01  -1.4947200000000000e+00
-9.9999999999999978e-02  7.6704000000000061e-01
0.0000000000000000e+00  3.0000000000000000e+00
1.0000000000000009e-01  4.5609600000000006e+00
2.0000000000000018e-01  4.9027199999999986e+00
3.0000000000000004e-01  3.6892799999999992e+00
4.0000000000000013e-01  9.1103999999999541e-01
5.0000000000000000e-01  -3.0000000000000000e+00
6.0000000000000009e-01  -7.0550400000000044e+00
7.0000000000000018e-01  -9.5932799999999983e+00
8.0000000000000004e-01  -8.1667199999999891e+00
9.0000000000000013e-01  5.7504000000002531e-01
1.0000000000000000e+00  2.1000000000000000e+01
